20.75,20.81,20.94,0.0,4.0,254.0,0.0243,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.0484,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.0726,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.097,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.1213,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.1458,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.1699,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.194,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.2185,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.2426,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.2659,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.2901,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.363,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.3871,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.4113,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.4344,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.4587,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.5071,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.5313,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.5557,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.5799,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.604,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.6283,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.6526,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.6769,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.7011,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.7254,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.7496,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.7741,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.7983,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.8228,0.0

20.75,20.81,20.94,69.0,4.0,255.0,0.847,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.8729,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.8973,0.0

20.75,20.81,20.94,69.0,3.0,254.0,0.9215,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.9458,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.9702,0.0

20.75,20.81,20.94,69.0,4.0,254.0,0.9945,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.0187,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.0442,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.0683,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.0927,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.1168,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.1412,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.1655,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.1897,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.2138,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.238,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.2623,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.2866,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.3108,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.3353,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.3595,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.3831,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.4073,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.4315,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.4558,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.4801,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.5043,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.5286,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.5527,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.5771,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.6013,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.6257,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.65,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.6742,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.6984,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.7228,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.747,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.7711,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.7954,0.0

20.75,20.81,20.94,69.0,3.0,254.0,1.8189,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.8433,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.8676,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.8919,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.9163,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.9404,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.9646,0.0

20.75,20.81,20.94,69.0,4.0,254.0,1.9891,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.0134,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.0375,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.0617,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.086,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.1101,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.1343,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.1583,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.1825,0.0

20.75,20.81,20.94,69.0,4.0,255.0,2.2067,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.231,0.0

20.75,20.81,20.94,69.0,4.0,255.0,2.2551,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.43,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4301,0.0

20.75,20.81,20.94,69.0,4.0,254.0,24301.0,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4301,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.4298,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4296,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4298,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4301,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4288,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4287,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4289,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.4287,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.429,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.429,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4286,0.0

20.75,20.81,20.94,69.0,4.0,254.0,2.4269,0.0

20.75,20.81,20.94,69.0,3.0,254.0,2.427,0.0

20.81,20.81,20.94,69.0,4.0,255.0,2.4269,0.0

